0.47941,0.71103,1.67
0.75441,1.0455,1.6486
0.49952,0.65756,1.5846
0.50588,0.96508,1.6549
0.59289,1.0923,1.5264
0.79433,1.2031,1.6582
0.8853,1.3953,1.7595
0.75382,0.99727,1.7335
0.53778,0.91719,1.6038
0.64389,0.85388,1.6952
0.66166,1.2211,1.899
0.91772,1.2726,1.2447
0.591,1.1141,1.5826
0.81127,1.4393,1.4467
1.2723,1.5562,1.7356
0.69266,0.90683,1.7218
0.8148,1.2,1.6859
1.1201,1.3191,1.8178
0.81969,1.1836,1.6694
0.92752,1.3836,1.8186
